Request ID,Host,Endpoint,Parameter,Value,Source
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_cityId,Gurgaon,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_eventType,view,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_platform,APP,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetType,BANNER_CAROUSEL_WIDGET,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_advertiserId,9013994955fb2f93,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_cityName,Delhi NCR,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isWidgetImpressionRequired,True,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isLoggedIn,False,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_online,True,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),createdAt,1787569370268,JSON_Payload
REQ-0009,hook.curefit.co,Binary analytics event stream (path not exposed),sessionId,973fc4f4-6ae0-4b16-959a-a702c9bc8076-95d386c1-17e9-4792-b6f6-1244a9f6caf4,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),_id,ce42ed4f-9549-45f7-9867-da36e56cda36-7358040e-ee8c-4fc3-97d0-d6dc5b64c403,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventId,ce42ed4f-9549-45f7-9867-da36e56cda36-7358040e-ee8c-4fc3-97d0-d6dc5b64c403,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),userId,108206863,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventName,content_impression,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetName,Fitstart HP Explore Cultpass - Play,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_scrollTrigger,auto,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isSampledWidgetImpressionRequired,False,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetId,e74974c2-5037-4b4c-9bf9-c63cb8edbbd7qw023,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_contentId,tugl8cmmpg,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_cityId,Gurgaon,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_sessionId,37bf15e3-82a2-b829-e798-1f08d47f282b,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_platform,APP,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_widgetType,BANNER_CAROUSEL_WIDGET,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_advertiserId,9013994955fb2f93,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_contentUrl,/image/vm/93c8369d-89d6-42b2-8664-d7856c598821.png,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_cityName,Delhi NCR,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_dedupeId,l6cmsqztci,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isWidgetImpressionRequired,True,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_online,True,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_isLoggedIn,False,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_position,0,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),createdAt,1787569369764,JSON_Payload
REQ-0010,hook.curefit.co,Binary analytics event stream (path not exposed),sessionId,973fc4f4-6ae0-4b16-959a-a702c9bc8076-95d386c1-17e9-4792-b6f6-1244a9f6caf4,JSON_Payload
REQ-0011,hook.curefit.co,Binary analytics event stream (path not exposed),_id,10ba097e-68b7-4f4f-af4b-f43291ffee00-47636c44-f694-4bb8-8c4b-14818e1dd6fb,JSON_Payload
REQ-0011,hook.curefit.co,Binary analytics event stream (path not exposed),eventId,10ba097e-68b7-4f4f-af4b-f43291ffee00-47636c44-f694-4bb8-8c4b-14818e1dd6fb,JSON_Payload
REQ-0011,hook.curefit.co,Binary analytics event stream (path not exposed),userId,108206863,JSON_Payload
REQ-0011,hook.curefit.co,Binary analytics event stream (path not exposed),eventName,page_view,JSON_Payload
REQ-0011,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_dateTime,1787569377672,JSON_Payload
REQ-0011,hook.curefit.co,Binary analytics event stream (path not exposed),eventParams_vertical,FITNESSHUB,JSON_Payload
